index,rr_interval_ms,source,sampling_rate_hz,heart_rate_bpm,random_seed
421,878.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
422,844.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
423,810.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
424,828.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
425,864.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
426,844.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
427,786.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
428,768.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
429,814.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
430,864.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
431,838.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
432,786.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
433,796.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
434,876.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
435,930.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
436,870.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
437,802.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
438,820.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
439,872.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
440,862.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
441,768.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
442,722.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
443,760.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
444,840.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
445,872.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
446,834.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
447,820.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
448,878.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
449,930.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
450,886.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
451,808.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
452,790.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
453,812.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
454,810.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
455,776.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
456,766.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
457,804.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
458,860.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
459,870.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
460,858.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
461,874.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
462,902.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
463,872.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
464,802.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
465,778.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
466,810.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
467,822.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
468,782.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
469,748.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
470,786.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
471,878.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
472,920.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
473,868.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
474,834.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
475,880.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
476,914.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
477,830.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
478,728.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
479,722.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
480,784.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
481,844.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
482,822.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
483,786.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
484,830.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
485,934.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
486,936.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
487,858.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
488,792.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
489,810.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
490,836.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
491,806.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
492,754.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
493,754.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
494,820.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
495,890.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
496,890.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
497,846.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
498,836.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
499,864.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
500,866.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
501,808.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
502,766.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
503,782.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
504,832.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
505,866.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
506,844.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
507,822.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
508,838.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
509,874.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
510,868.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
511,812.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
512,778.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
513,798.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
514,844.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
515,862.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
516,838.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
517,816.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
518,840.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
519,876.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
520,866.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
521,806.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
522,770.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
523,786.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
524,836.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
525,856.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
526,830.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
527,818.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
528,852.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
529,906.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
530,894.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
531,818.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
532,774.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
533,794.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
534,830.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
535,822.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
536,778.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
537,774.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
538,832.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
539,904.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
540,902.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
541,842.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
542,828.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
543,866.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
544,874.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
545,812.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
546,752.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
547,762.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
548,814.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
549,842.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
550,824.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
551,810.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
552,844.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
553,898.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
554,900.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
555,858.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
556,828.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
557,830.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
558,820.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
559,792.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
560,774.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
561,788.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
562,812.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
563,832.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
564,846.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
565,874.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
566,894.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
567,874.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
568,838.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
569,826.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
570,834.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
571,820.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
572,780.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
573,764.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
574,804.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
575,858.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
576,870.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
577,828.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
578,818.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
579,864.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
580,900.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
581,856.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
582,788.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
583,786.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
584,836.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
585,866.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
586,822.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
587,770.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
588,784.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
589,850.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
590,894.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
591,852.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
592,804.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
593,818.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
594,882.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
595,894.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
596,820.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
597,764.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
598,778.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
599,838.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
600,858.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
601,810.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
602,776.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
603,814.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
604,896.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
605,922.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
606,852.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
607,804.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
608,828.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
609,866.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
610,832.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
611,754.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
612,732.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
613,780.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
614,854.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
615,876.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
616,844.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
617,846.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
618,896.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
619,922.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
620,860.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
621,788.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
622,768.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
623,788.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
624,802.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
625,790.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
626,782.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
627,808.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
628,866.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
629,906.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
630,896.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
631,860.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
632,842.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
633,836.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
634,822.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
635,798.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
636,776.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
637,784.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
638,818.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
639,854.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
640,868.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
641,858.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
642,846.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
643,848.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
644,844.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
645,828.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
646,800.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
647,790.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
648,806.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
649,844.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
650,866.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
651,858.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
652,840.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
653,840.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
654,856.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
655,850.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
656,806.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
657,776.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
658,792.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
659,840.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
660,862.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
661,836.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
662,814.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
663,840.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
664,882.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
665,870.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
666,806.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
667,786.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
668,826.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
669,868.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
670,848.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
671,792.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
672,794.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
673,848.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
674,878.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
675,832.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
676,786.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
677,804.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
678,868.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
679,886.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
680,830.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
681,792.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
682,824.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
683,876.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
684,856.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
685,788.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
686,772.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
687,822.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
688,882.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
689,860.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
690,804.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
691,808.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
692,864.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
693,888.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
694,826.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
695,772.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
696,794.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
697,850.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
698,864.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
699,820.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
700,798.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
701,844.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
702,888.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
703,866.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
704,812.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
705,802.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
706,832.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
707,840.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
708,806.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
709,786.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
710,812.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
711,854.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
712,864.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
713,848.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
714,854.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
715,878.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
716,868.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
717,822.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
718,788.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
719,792.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
720,806.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
721,802.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
722,790.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
723,804.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
724,854.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
725,900.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
726,904.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
727,866.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
728,846.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
729,842.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
730,832.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
731,792.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
732,752.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
733,748.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
734,786.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
735,844.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
736,872.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
737,860.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
738,856.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
739,888.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
740,914.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
741,864.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
742,784.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
743,758.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
744,790.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
745,826.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
746,814.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
747,772.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
748,782.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
749,854.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
750,920.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
751,892.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
752,828.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
753,830.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
754,874.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
755,868.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
756,792.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
757,752.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
758,776.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
759,836.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
760,850.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
761,814.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
762,810.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
763,856.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
764,894.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
765,868.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
766,824.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
767,824.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
768,842.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
769,838.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
770,808.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
771,800.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
772,822.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
773,840.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
774,832.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
775,820.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
776,832.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
777,852.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
778,846.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
779,830.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
780,836.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
781,856.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
782,852.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
783,828.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
784,816.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
785,832.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
786,834.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
787,810.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
788,792.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
789,814.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
790,854.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
791,858.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
792,832.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
793,830.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
794,866.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
795,882.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
796,834.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
797,790.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
798,804.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
799,846.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
800,840.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
801,802.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
802,778.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
803,826.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
804,882.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
805,862.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
806,806.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
807,810.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
808,878.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
809,900.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
810,830.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
811,776.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
812,800.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
813,860.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
814,850.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
815,774.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
816,752.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
817,816.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
818,900.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
819,890.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
820,822.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
821,818.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
822,878.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
823,900.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
824,818.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
825,748.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
826,758.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
827,820.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
828,856.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
829,828.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
830,802.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
831,836.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
832,894.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
833,902.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
834,852.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
835,802.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
836,800.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
837,814.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
838,822.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
839,810.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
840,802.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
841,810.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
842,842.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
843,884.000,neurokit2.ecg_simulate+ecg_process,500,72,7101
